antecedents,consequents,zhang metric2
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.28615004122011545
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3557291666666666
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3557291666666666
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.28615004122011545
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.23039942083413456
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.2462453851392523
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.22912630159647393
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3551918265221017
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.3551918265221017
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.22912630159647393
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.2462453851392523
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.22848816111766304
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.3473371805441055
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.358402489626556
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.358402489626556
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.3473371805441055
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.22848816111766304
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.21705321217053214
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.3073154038793573
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3364652547065337
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3364652547065337
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.3073154038793573
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.21705321217053214
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.19112838986577257
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.17849866615639173
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.22201257861635224
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.2782468423942888
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})","frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.35486114129253765
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.4001260850589205
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3639818478528155
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.3639818478528155
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.4001260850589205
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.35486114129253765
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.2782468423942888
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.22201257861635224
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.17849866615639173
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.19112838986577257
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.19112838986577257
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.1791731335897609
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.2693683347005742
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.2800260202684196
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})","frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.3532589752527013
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.49010717230008244
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.4244727047146402
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.4244727047146402
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.49010717230008244
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.3532589752527013
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.2800260202684196
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.2693683347005742
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.1791731335897609
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.19112838986577257
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.16731177005149608
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.20509980858627297
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.2490730106644791
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.2594588122605364
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})","frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.33577948809736896
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.39350227085053674
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.5325982412750756
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.5325982412750756
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.39350227085053674
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.33577948809736896
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.2594588122605364
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.2490730106644791
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.20509980858627297
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.16731177005149608
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.2043849157094175
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.29157831194762174
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.3105245901639344
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3207029104887424
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})","frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.47248143688541033
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.4896864686468647
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.49010717230008244
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.49010717230008244
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.4896864686468647
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.47248143688541033
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3207029104887424
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3105245901639344
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.29157831194762174
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.2043849157094175
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.17709669755286295
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.16662923871547272
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.23413871561905059
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.25763031550068594
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})","frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.3285348271669273
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.45368625603580265
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.37990325087099286
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.37990325087099286
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.45368625603580265
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.3285348271669273
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.25763031550068594
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.23413871561905059
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",0.16662923871547272
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.17709669755286295
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.20569349315068491
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.3001470992354072
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.31732891832229576
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'72 SWEETHEART FAIRY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.31732891832229576
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.3001470992354072
frozenset({'60 TEATIME FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",0.20569349315068491
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.29725035709648095
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.3082565789473684
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3218201754385965
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.3218201754385965
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",0.3082565789473684
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.29725035709648095
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.23704769736842105
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.2789624520328362
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.2988973619126133
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.2988973619126133
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 PINK PAISLEY CAKE CASES'})",0.2789624520328362
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",0.23704769736842105
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.2995696628486378
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.2898305610724925
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.3184573002754821
frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.3184573002754821
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",0.2898305610724925
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.2995696628486378
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.16731177005149608
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.24389969277292545
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.25030303030303036
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),0.26067281420765026
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', 'PACK OF 60 SPACEBOY CAKE CASES'})","frozenset({'72 SWEETHEART FAIRY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.4350308289563828
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})","frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.3959960937500001
"frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})",0.5337513706140351
"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '60 TEATIME FAIRY CAKE CASES'})",0.5337513706140351
"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})","frozenset({'60 CAKE CASES DOLLY GIRL DESIGN', '72 SWEETHEART FAIRY CAKE CASES'})",0.3959960937500001
